,name,author,description,year_pub,nb_download,link
129,The Confessions of Arsène Lupin,Maurice LeBlanc,Ten new adventures in the career of this gentleman burglar are recounted in the ten chapters of this book. The titles are: Two hundred thousand francs reward; The wedding ring; The sign of the shadow; The infernal trap; The red silk scar; Shadowed by death; A tragedy in the forest of morgues; Lupin's marriage; The invisible prisoner; Edith Swanneck.,1912,"8,609",https://manybooks.net/titles/leblancm2809328093-8.html
130,The Confessions of Arsène Lupin,Maurice LeBlanc,Ten new adventures in the career of this gentleman burglar are recounted in the ten chapters of this book. The titles are: Two hundred thousand francs reward; The wedding ring; The sign of the shadow; The infernal trap; The red silk scar; Shadowed by death; A tragedy in the forest of morgues; Lupin's marriage; The invisible prisoner; Edith Swanneck.,1912,"8,609",https://manybooks.net/titles/leblancm2809328093-8.html
131,Twenty Years After,Alexandre Dumas,"The fantastic adventures of the Three Musketeers continue - starting with an intrigue surrounding D'Artagnan who has, for twenty years, remained a lieutenant.",1845,"8,433",https://manybooks.net/titles/dumasalpetext983musk11.html
132,Twenty Years After,Alexandre Dumas,"The fantastic adventures of the Three Musketeers continue - starting with an intrigue surrounding D'Artagnan who has, for twenty years, remained a lieutenant.",1845,"8,433",https://manybooks.net/titles/dumasalpetext983musk11.html
133,Marked,Katrina Cope,"Kara thought that her lack of wings was a problem in the world of Valkyries–until she stumbled across a dragon's nest. She soon learned that wherever you found a dragon’s nest, a mother dragon was always nearby. No matter how much combat training she had, she could still become lunch.",2019,"9,104",https://manybooks.net/titles/marked
134,Marked,Katrina Cope,"Kara thought that her lack of wings was a problem in the world of Valkyries–until she stumbled across a dragon's nest. She soon learned that wherever you found a dragon’s nest, a mother dragon was always nearby. No matter how much combat training she had, she could still become lunch.",2019,"9,104",https://manybooks.net/titles/marked
135,The Black Arrow,Robert Louis Stevenson,A historical adventure set during the Wars of the Roses.,1884,"8,055",https://manybooks.net/titles/stevensonroetext97blcka10.html
136,The Black Arrow,Robert Louis Stevenson,A historical adventure set during the Wars of the Roses.,1884,"8,055",https://manybooks.net/titles/stevensonroetext97blcka10.html
137,The Man Who Couldn't Sleep,Arthur Stringer,"Ten adventures started by a midnight excursion in New York, which move along in a lively, easy manner, with many ingenious and clever features.",1919,"7,937",https://manybooks.net/titles/stringera3364533645-8.html
138,The Man Who Couldn't Sleep,Arthur Stringer,"Ten adventures started by a midnight excursion in New York, which move along in a lively, easy manner, with many ingenious and clever features.",1919,"7,937",https://manybooks.net/titles/stringera3364533645-8.html
139,The Ranch Girls at Home Again,Margaret Vandercook,The fifth book out of the nine novels that cover the adventures of The Ranch Girls. Margaret Vandercook is also the author of the series The Camp Fire Girls and The Girl Scouts.,1915,"7,794",https://manybooks.net/titles/vanderco3492834928.html
140,The Ranch Girls at Home Again,Margaret Vandercook,The fifth book out of the nine novels that cover the adventures of The Ranch Girls. Margaret Vandercook is also the author of the series The Camp Fire Girls and The Girl Scouts.,1915,"7,794",https://manybooks.net/titles/vanderco3492834928.html
141,Nobody's Boy,Hector Malot,"""Nobody's Boy"" is a human document of child experiences that is fascinating reading for young and old. Parents, teachers and others, who are careful to have children read inspiring books, will welcome this beautiful story of Hector Malot, as among the best for them to recommend.",1916,"7,869",https://manybooks.net/titles/malothec2510225102-8.html
142,Nobody's Boy,Hector Malot,"""Nobody's Boy"" is a human document of child experiences that is fascinating reading for young and old. Parents, teachers and others, who are careful to have children read inspiring books, will welcome this beautiful story of Hector Malot, as among the best for them to recommend.",1916,"7,869",https://manybooks.net/titles/malothec2510225102-8.html
143,Hearts of Three,Jack London,"Two men exactly alike in appearance, hunting for a treasure in the South sea islands, start the complication in this scenario novel. Graphic, clear and thrilling in style and with much of the old charm.",1918,"7,595",https://manybooks.net/titles/londonjaother07Hearts_of_Three.html
144,Hearts of Three,Jack London,"Two men exactly alike in appearance, hunting for a treasure in the South sea islands, start the complication in this scenario novel. Graphic, clear and thrilling in style and with much of the old charm.",1918,"7,595",https://manybooks.net/titles/londonjaother07Hearts_of_Three.html
145,Burning Daylight,Jack London,"The story of an adventurer who went to Alaska and laid the foundations of his fortune before the gold hunters arrived. Bringing his fortunes to the States he is cheated out of it by a crowd of money kings, and recovers it only at the muzzle of his gun. He then starts out as a merciless exploiter on his own account. Finally he takes to drinking and becomes a picture of degeneration. About this time he falls in love with his stenographer and wins her heart but not her hand and then--but read the story!",1910,"7,075",https://manybooks.net/titles/londonjaetext96bdlit10.html
146,Burning Daylight,Jack London,"The story of an adventurer who went to Alaska and laid the foundations of his fortune before the gold hunters arrived. Bringing his fortunes to the States he is cheated out of it by a crowd of money kings, and recovers it only at the muzzle of his gun. He then starts out as a merciless exploiter on his own account. Finally he takes to drinking and becomes a picture of degeneration. About this time he falls in love with his stenographer and wins her heart but not her hand and then--but read the story!",1910,"7,075",https://manybooks.net/titles/londonjaetext96bdlit10.html
147,The Ancient Allan,H. Rider Haggard,"In this new story of ancient Egypt, Sir Rider Haggard brings back for still another adventure--and such an adventure--the immortal Allan Quatermain. To quote Allan himself, ""This is the weirdest of all my experiences."" While not in any sense a sequel to THE IVORY CHILD, the reader will meet several of the characters of that story in this new book.",1920,"6,851",https://manybooks.net/titles/haggardhetext048nctl10.html
148,The Ancient Allan,H. Rider Haggard,"In this new story of ancient Egypt, Sir Rider Haggard brings back for still another adventure--and such an adventure--the immortal Allan Quatermain. To quote Allan himself, ""This is the weirdest of all my experiences."" While not in any sense a sequel to THE IVORY CHILD, the reader will meet several of the characters of that story in this new book.",1920,"6,851",https://manybooks.net/titles/haggardhetext048nctl10.html
149,"Benita, An African Romance",H. Rider Haggard,"A wildly fantastic tale with ghosts, spirit possession, a lost race, found treasure, and mesmerism....  (also published as The Spirit of Bambatse.)",1906,"6,881",https://manybooks.net/titles/haggardhetext01bnita10.html
150,"Benita, An African Romance",H. Rider Haggard,"A wildly fantastic tale with ghosts, spirit possession, a lost race, found treasure, and mesmerism....  (also published as The Spirit of Bambatse.)",1906,"6,881",https://manybooks.net/titles/haggardhetext01bnita10.html
151,The Black Tulip,père Alexandre Dumas,This exciting novel takes place a few years after the historical tragedy of the lynching of the Dutch Grand Pensionary  Johan de Witt and his brother Cornelis. The city of Haarlem has offered a large prize to the person who can grow a black tulip -- a feat nearly completed by young Cornelius van Baerle when he is suddenly  thrown into prison!,1850,"6,704",https://manybooks.net/titles/dumasalpetext97tbtlp10.html
152,The Black Tulip,père Alexandre Dumas,This exciting novel takes place a few years after the historical tragedy of the lynching of the Dutch Grand Pensionary  Johan de Witt and his brother Cornelis. The city of Haarlem has offered a large prize to the person who can grow a black tulip -- a feat nearly completed by young Cornelius van Baerle when he is suddenly  thrown into prison!,1850,"6,704",https://manybooks.net/titles/dumasalpetext97tbtlp10.html
153,The Last of the Legions,Arthur Conan Doyle,I The Last of the Legions II The Last Galley III Through the Veil IV The Coming of the Huns V The Contest VI The First Cargo VII An Iconoclast VIII Giant Maximin IX The Red Star X The Silver Mirror XI The Home-Coming XII A Point of Contact XIII The Centurion ,1905,"6,677",https://manybooks.net/titles/doyleart2615326153-8.html
154,The Last of the Legions,Arthur Conan Doyle,I The Last of the Legions II The Last Galley III Through the Veil IV The Coming of the Huns V The Contest VI The First Cargo VII An Iconoclast VIII Giant Maximin IX The Red Star X The Silver Mirror XI The Home-Coming XII A Point of Contact XIII The Centurion ,1905,"6,677",https://manybooks.net/titles/doyleart2615326153-8.html
155,Before Adam,Jack London,"One might expect daring of Jack London, an author who has been gold-miner, sailor, frontiersman, adventurer; whose writing can no more be trite or commonplace than can the narrative of his own life history. But no fictionist ever dreamed of daring to attempt what Jack London has done here--to plunge into the gray mist that shrouds the beginnings of our race; to paint in vivid colors a picture of that alleged and disputed ancestor of ours; to outline his brutal life, his loves, his hates, his first efforts toward human reasoning poiver; to do all this with such wonderful vividness that the skeptic is convinced by the plain truth of it.",1907,"6,658",https://manybooks.net/titles/londonjaetext95badam10.html
156,Before Adam,Jack London,"One might expect daring of Jack London, an author who has been gold-miner, sailor, frontiersman, adventurer; whose writing can no more be trite or commonplace than can the narrative of his own life history. But no fictionist ever dreamed of daring to attempt what Jack London has done here--to plunge into the gray mist that shrouds the beginnings of our race; to paint in vivid colors a picture of that alleged and disputed ancestor of ours; to outline his brutal life, his loves, his hates, his first efforts toward human reasoning poiver; to do all this with such wonderful vividness that the skeptic is convinced by the plain truth of it.",1907,"6,658",https://manybooks.net/titles/londonjaetext95badam10.html
157,The Trials of the Core,Michael E. Thies,"The system of Gladonus is unlike any other.

It is home to Creatures of Legend, all-powerful gods and goddesses, lost Ancients, reclusive First Bloods, and the Guardian of the Core. All life flows in and out of the system. Should it cease, the universe ceases to exist as well. That is why it is the Guardian’s duty to protect the system at all costs. However, his time is coming to a close and he needs to hold Trials to select his next apprentice.

A haughty, yet competent prince, Hydro Paen, longs to seize the Power of the Guardian and show to everyone who has doubted him that he is worthy of his lineage.

Under the guidance of his uncle, orphan Eirek Mourse participates, hoping only to survive such Trials and having no idea how he was even accepted in the first place.

And a tactician, Zain Berrese, always living in the shadow of his stepbrother’s accomplishments, wants to prove that he is capable of overcoming his haunted past and excelling further than his rivals.

None of these participants, however, know that the Trials will pit them against others who are just as conniving, talented, and motivated to win. None of them know that the Trials will test them in ways unimaginable. And none of them know that, by participating, it might mean the rendering of their identity and the forfeiting of their lives.

With their lives and identities on the line, will one of these would-be heroes find the inner strength and wisdom to emerge a champion and impress the Guardian before the system collapses?

A perfect sci-fantasy story for those who love Game of Thrones, Hunger Games, and Eragon. Buy today and experience the Trials for yourself!",2015,"3,818",https://manybooks.net/titles/the-trials-of-the-core
158,The Trials of the Core,Michael E. Thies,"The system of Gladonus is unlike any other.

It is home to Creatures of Legend, all-powerful gods and goddesses, lost Ancients, reclusive First Bloods, and the Guardian of the Core. All life flows in and out of the system. Should it cease, the universe ceases to exist as well. That is why it is the Guardian’s duty to protect the system at all costs. However, his time is coming to a close and he needs to hold Trials to select his next apprentice.

A haughty, yet competent prince, Hydro Paen, longs to seize the Power of the Guardian and show to everyone who has doubted him that he is worthy of his lineage.

Under the guidance of his uncle, orphan Eirek Mourse participates, hoping only to survive such Trials and having no idea how he was even accepted in the first place.

And a tactician, Zain Berrese, always living in the shadow of his stepbrother’s accomplishments, wants to prove that he is capable of overcoming his haunted past and excelling further than his rivals.

None of these participants, however, know that the Trials will pit them against others who are just as conniving, talented, and motivated to win. None of them know that the Trials will test them in ways unimaginable. And none of them know that, by participating, it might mean the rendering of their identity and the forfeiting of their lives.

With their lives and identities on the line, will one of these would-be heroes find the inner strength and wisdom to emerge a champion and impress the Guardian before the system collapses?

A perfect sci-fantasy story for those who love Game of Thrones, Hunger Games, and Eragon. Buy today and experience the Trials for yourself!",2015,"3,818",https://manybooks.net/titles/the-trials-of-the-core
159,Induction,T.K. Eldridge,"They weren't supposed to exist.
Sidonie & Sinclair Boudreau were the offspring of a witch and a shifter. Such pairings usually resulted in death. Sid & Sin had not only survived, but thrived, and managed to sidestep the family legacy of supernatural policing.
The disappearance of their parents changed everything. A cryptic message, an ancient prophecy, and a mystery to uncover in order to bring their parents home puts the twins in the crosshairs of an enemy they didn't know existed.
What would you do, to save those you loved?
Fans of paranormal mysteries will love this fast-paced, five star ride!",2019,"10,268",https://manybooks.net/titles/induction
160,Induction,T.K. Eldridge,"They weren't supposed to exist.
Sidonie & Sinclair Boudreau were the offspring of a witch and a shifter. Such pairings usually resulted in death. Sid & Sin had not only survived, but thrived, and managed to sidestep the family legacy of supernatural policing.
The disappearance of their parents changed everything. A cryptic message, an ancient prophecy, and a mystery to uncover in order to bring their parents home puts the twins in the crosshairs of an enemy they didn't know existed.
What would you do, to save those you loved?
Fans of paranormal mysteries will love this fast-paced, five star ride!",2019,"10,268",https://manybooks.net/titles/induction
161,Fire & Water,Bobbi Schemerhorn,"Mixing magic and inexperience may result in dragons!

Khaly accidentally brought her school project to life.

And now she has a dragon.

Khaly knew something was wrong when the dragon wasn’t where she left it. She had no idea how it happened or that it was her fault. But now Khaly must run because the Guild was coming for her.

Power and domination is the Guild’s desire...

...Elementals stand in their way.

The Guild is a true force of evil. Sweeping through Vlarlee they wipe out those with magical gifts, known as Elementals. No matter the age.

Who is the real threat? Can Khaly figure it out before the Guild finds her?
Fire & Water is the first book in the Mechanical Dragons Fantasy Series. It's full of twists and turns you will never see coming! Join the Adventure!",2014,"3,236",https://manybooks.net/titles/fire-water
162,Fire & Water,Bobbi Schemerhorn,"Mixing magic and inexperience may result in dragons!

Khaly accidentally brought her school project to life.

And now she has a dragon.

Khaly knew something was wrong when the dragon wasn’t where she left it. She had no idea how it happened or that it was her fault. But now Khaly must run because the Guild was coming for her.

Power and domination is the Guild’s desire...

...Elementals stand in their way.

The Guild is a true force of evil. Sweeping through Vlarlee they wipe out those with magical gifts, known as Elementals. No matter the age.

Who is the real threat? Can Khaly figure it out before the Guild finds her?
Fire & Water is the first book in the Mechanical Dragons Fantasy Series. It's full of twists and turns you will never see coming! Join the Adventure!",2014,"3,236",https://manybooks.net/titles/fire-water
163,Bronze Magic,Jennifer Ealey,"Exiled by his power-hungry brothers, Prince Tarkyn encounters the woodfolk: a secretive group of telepaths living deep in the woodlands.

When bounty hunters attack, Tarquin narrowly escapes with the aid of the forest-dwellers, and discovers a secret about their source of magic. Embracing his new identity, allegiances are formed as the woodfolk hail Tarquin as the Guardian Of The Forest.

But can he find a way to protect this mysterious realm, and seize his true destiny?",2019,"2,778",https://manybooks.net/titles/bronze-magic
164,Bronze Magic,Jennifer Ealey,"Exiled by his power-hungry brothers, Prince Tarkyn encounters the woodfolk: a secretive group of telepaths living deep in the woodlands.

When bounty hunters attack, Tarquin narrowly escapes with the aid of the forest-dwellers, and discovers a secret about their source of magic. Embracing his new identity, allegiances are formed as the woodfolk hail Tarquin as the Guardian Of The Forest.

But can he find a way to protect this mysterious realm, and seize his true destiny?",2019,"2,778",https://manybooks.net/titles/bronze-magic
165,Marked,Katrina Cope,"Kara thought that her lack of wings was a problem in the world of Valkyries–until she stumbled across a dragon's nest. She soon learned that wherever you found a dragon’s nest, a mother dragon was always nearby. No matter how much combat training she had, she could still become lunch.",2019,"9,104",https://manybooks.net/titles/marked
166,Marked,Katrina Cope,"Kara thought that her lack of wings was a problem in the world of Valkyries–until she stumbled across a dragon's nest. She soon learned that wherever you found a dragon’s nest, a mother dragon was always nearby. No matter how much combat training she had, she could still become lunch.",2019,"9,104",https://manybooks.net/titles/marked
167,Dillon Hunt And The Desert Oasis Resort,Chad Stewart,"Excitement, intrigue, and action are afoot with a stolen chemical, a missing man, a secret organization, and a twelve year old boy who has strange abilities that might be the answer to solving a mystery. When the Orion Group is hired to find Genesis—a chemical with potentially world-altering properties—they conscript the help of Dillon Hunt, who has abilities that even he doesn't understand. The problem for Dillon is that he doesn't even know he's in their service until it's almost too late.",2019,"2,202",https://manybooks.net/titles/dillon-hunt-and-the-desert-oasis-resort
168,Dillon Hunt And The Desert Oasis Resort,Chad Stewart,"Excitement, intrigue, and action are afoot with a stolen chemical, a missing man, a secret organization, and a twelve year old boy who has strange abilities that might be the answer to solving a mystery. When the Orion Group is hired to find Genesis—a chemical with potentially world-altering properties—they conscript the help of Dillon Hunt, who has abilities that even he doesn't understand. The problem for Dillon is that he doesn't even know he's in their service until it's almost too late.",2019,"2,202",https://manybooks.net/titles/dillon-hunt-and-the-desert-oasis-resort
169,The Count of Monte Cristo,Alexandre Dumas,"A classic adventure novel, often considered Dumas' best work, and frequently included on lists of the best novels of all time. Completed in 1844, and released as an 18-part series over the next two years, Dumas collaborated with other authors throughout. The story takes place in France, Italy, and the Mediterranean from the end of the rule of Napoleon I through the reign of Louis-Philippe.
",1845,"222,388",https://manybooks.net/titles/dumasalpetext98crsto12.html
170,The Count of Monte Cristo,Alexandre Dumas,"A classic adventure novel, often considered Dumas' best work, and frequently included on lists of the best novels of all time. Completed in 1844, and released as an 18-part series over the next two years, Dumas collaborated with other authors throughout. The story takes place in France, Italy, and the Mediterranean from the end of the rule of Napoleon I through the reign of Louis-Philippe.
",1845,"222,388",https://manybooks.net/titles/dumasalpetext98crsto12.html
171,The Man in the Iron Mask,Alexandre Dumas,"A translation of L'homme au masque de fer.
",1850,"19,732",https://manybooks.net/titles/dumasalpetext01ironm11.html
172,The Man in the Iron Mask,Alexandre Dumas,"A translation of L'homme au masque de fer.
",1850,"19,732",https://manybooks.net/titles/dumasalpetext01ironm11.html
173,Around the World in 80 Days,Jules Verne,"Phileas Fogg of London and his newly employed valet Passepartout attempt to circumnavigate the globe in just 80 days to win a £20,000 wager set by members of the Reform Club. (An unabridged reproduction of the original 1873 Hetzel edition.)",1873,"70,382",https://manybooks.net/titles/vernejuletext9480day11.html
174,Around the World in 80 Days,Jules Verne,"Phileas Fogg of London and his newly employed valet Passepartout attempt to circumnavigate the globe in just 80 days to win a £20,000 wager set by members of the Reform Club. (An unabridged reproduction of the original 1873 Hetzel edition.)",1873,"70,382",https://manybooks.net/titles/vernejuletext9480day11.html
175,The Curse of Capistrano,Harrington Strong,"The first work to feature Zorro, nobleman and master swordsman living in Spanish- and Mexican-era California. This novel originally appeared as five serialized installments in the pulp magazine All-Story Weekly.
",1919,"12,566",https://manybooks.net/titles/mcculleyjother07Curse_of_Capistrano.html
176,The Curse of Capistrano,Harrington Strong,"The first work to feature Zorro, nobleman and master swordsman living in Spanish- and Mexican-era California. This novel originally appeared as five serialized installments in the pulp magazine All-Story Weekly.
",1919,"12,566",https://manybooks.net/titles/mcculleyjother07Curse_of_Capistrano.html
177,Gulliver's Travels,Jonathan Swift,"A satire on human nature and a parody of the ""travellers' tales"" literary genre, this is widely considered Swift's greatest work as well as one of the indisputable classics of English literature. Transcribed from the 1892 George Bell and Son edition.",1726,"57,933",https://manybooks.net/titles/swiftjonetext97gltrv10.html
178,Gulliver's Travels,Jonathan Swift,"A satire on human nature and a parody of the ""travellers' tales"" literary genre, this is widely considered Swift's greatest work as well as one of the indisputable classics of English literature. Transcribed from the 1892 George Bell and Son edition.",1726,"57,933",https://manybooks.net/titles/swiftjonetext97gltrv10.html
179,The Thirty-Nine Steps,John Buchan,"Hanney, an expatriated Scot, returns from a long stay in South Africa to his flat in London. One night he is buttonholed by an American who appears to know of an anarchist plot to destabilise Europe, and claims to be in fear for his life. Hannay lets the American hide in his flat, and returns later to find that another man has been found shot dead in the same building, apparently a suicide. Four days later Hannay finds the American stabbed to death...Followed by Greenmantle, and Mr. Standfast.",1915,"44,303",https://manybooks.net/titles/buchanjoetext9639stp10.html
180,The Thirty-Nine Steps,John Buchan,"Hanney, an expatriated Scot, returns from a long stay in South Africa to his flat in London. One night he is buttonholed by an American who appears to know of an anarchist plot to destabilise Europe, and claims to be in fear for his life. Hannay lets the American hide in his flat, and returns later to find that another man has been found shot dead in the same building, apparently a suicide. Four days later Hannay finds the American stabbed to death...Followed by Greenmantle, and Mr. Standfast.",1915,"44,303",https://manybooks.net/titles/buchanjoetext9639stp10.html
181,The Dark Star,Robert W. Chambers,A pastor's daughter is inadvertently involved the heist of the famous Dark Star gem. Is there a prince who can save her from ruin and recover the stone? ,1917,"6,263",https://manybooks.net/titles/chambers2844028440-8.html
182,The Dark Star,Robert W. Chambers,A pastor's daughter is inadvertently involved the heist of the famous Dark Star gem. Is there a prince who can save her from ruin and recover the stone? ,1917,"6,263",https://manybooks.net/titles/chambers2844028440-8.html
183,The Secret Witness,George Gibbs,"Mr Gibbs already has half a score of successful novels to his credit but it is safe to say that his latest tale will surpass all its predecessors in popularity The Secret Witness is a typical up-to-date ""best seller;"" it has every quality that goes to make a successful story, with the added interest of a theme so timely that there is no resisting its appeal. With a good deal of daring the author has taken for the foundation of his tale the now historic catastrophe of the assassination of the Austrian Archduke Ferdinand--a tragedy for which Mr. Gibbs has his own original and unique explanation. But this he carries off with perfect plausibility, so that one has the sense of reading fact and not fiction. By this bold stroke he draws his readers into the very heart of the intrigues which prefaced the opening of the World War, and by an equally daring invention he makes the denouement of his story hinge on the War's action. --New Catholic World, 1918",1917,"6,238",https://manybooks.net/titles/gibbsg2568925689-8.html
184,The Secret Witness,George Gibbs,"Mr Gibbs already has half a score of successful novels to his credit but it is safe to say that his latest tale will surpass all its predecessors in popularity The Secret Witness is a typical up-to-date ""best seller;"" it has every quality that goes to make a successful story, with the added interest of a theme so timely that there is no resisting its appeal. With a good deal of daring the author has taken for the foundation of his tale the now historic catastrophe of the assassination of the Austrian Archduke Ferdinand--a tragedy for which Mr. Gibbs has his own original and unique explanation. But this he carries off with perfect plausibility, so that one has the sense of reading fact and not fiction. By this bold stroke he draws his readers into the very heart of the intrigues which prefaced the opening of the World War, and by an equally daring invention he makes the denouement of his story hinge on the War's action. --New Catholic World, 1918",1917,"6,238",https://manybooks.net/titles/gibbsg2568925689-8.html
185,The Scarecrow of Oz,Lyman Frank Baum,"Cap'n Bill and Trot journey to Oz and, with the help of the Scarecrow, overthrow the cruel King Krewl of Jinxland.",1915,"6,222",https://manybooks.net/titles/baumlfraetext9709woz10.html
186,The Scarecrow of Oz,Lyman Frank Baum,"Cap'n Bill and Trot journey to Oz and, with the help of the Scarecrow, overthrow the cruel King Krewl of Jinxland.",1915,"6,222",https://manybooks.net/titles/baumlfraetext9709woz10.html
187,Viking Tales,Jennie Hall,The baby -- The tooth thrall -- Olaf's farm -- Olaf's fight with Havard -- Foes'-fear -- Harald is king -- Harald's battle -- Gyda's saucy message -- The sea fight -- King Harald's wedding -- King Harald goes west-over-seas -- Homes in Iceland -- Eric the Red -- Leif and his new land -- Wineland the good.,1902,"6,245",https://manybooks.net/titles/halljenn2481124811-8.html
188,Viking Tales,Jennie Hall,The baby -- The tooth thrall -- Olaf's farm -- Olaf's fight with Havard -- Foes'-fear -- Harald is king -- Harald's battle -- Gyda's saucy message -- The sea fight -- King Harald's wedding -- King Harald goes west-over-seas -- Homes in Iceland -- Eric the Red -- Leif and his new land -- Wineland the good.,1902,"6,245",https://manybooks.net/titles/halljenn2481124811-8.html
189,Behind the Green Door,Mildred Augustine Wirt,"Penny visits a ski resort and stumbles upon several mysteries.  Unknown enemies are trying to force the resort to close, and during her investigations, Penny discovers a mysterious green door in the resort that leads to a room that can only be entered by invitation.",1940,"5,915",https://manybooks.net/titles/wirtm3459234592.html
190,Behind the Green Door,Mildred Augustine Wirt,"Penny visits a ski resort and stumbles upon several mysteries.  Unknown enemies are trying to force the resort to close, and during her investigations, Penny discovers a mysterious green door in the resort that leads to a room that can only be entered by invitation.",1940,"5,915",https://manybooks.net/titles/wirtm3459234592.html
191,The Flying Death,Samuel Hopkins Adams,"The reader who has a liking for thrills in allopathic doses should find in this tale genuinely exciting reading. There are clear-cut characters, the dialogue is brisk and unforced, the humour is excellent, and the picture of the bleak loneliness and desolation of Montauk Point at the end of Long Island is drawn with really remarkable vividness.",1908,"5,870",https://manybooks.net/titles/adamssamhother09flying_death.html
192,The Flying Death,Samuel Hopkins Adams,"The reader who has a liking for thrills in allopathic doses should find in this tale genuinely exciting reading. There are clear-cut characters, the dialogue is brisk and unforced, the humour is excellent, and the picture of the bleak loneliness and desolation of Montauk Point at the end of Long Island is drawn with really remarkable vividness.",1908,"5,870",https://manybooks.net/titles/adamssamhother09flying_death.html
193,Love of Life,Jack London,"Under this title the author has grouped eight short stories. The tale which gives the book its name is a description of a man dying in the wilds of the Northwest by slow starvation. The concluding story, ""Negore, the Coward,"" relates to the old days of the Russian occupancy of Alaska, and shows what a man will do to retain a woman's love and wipe from his name an undeserved affix.",1907,"5,794",https://manybooks.net/titles/londonjaetext96llife10.html
194,Love of Life,Jack London,"Under this title the author has grouped eight short stories. The tale which gives the book its name is a description of a man dying in the wilds of the Northwest by slow starvation. The concluding story, ""Negore, the Coward,"" relates to the old days of the Russian occupancy of Alaska, and shows what a man will do to retain a woman's love and wipe from his name an undeserved affix.",1907,"5,794",https://manybooks.net/titles/londonjaetext96llife10.html
195,The Bandbox,Louis Joseph Vance,"The tale bristles with breathless adventure, mistaken identities, detective investigations, romantic developments, and startling situations... It is a rousing story, told with a stimulating style, and culminating in love rewarded; but, before that happy end is reached, there are many thrilling revelations.",1911,"5,652",https://manybooks.net/titles/vancelou3102131021-8.html
196,The Bandbox,Louis Joseph Vance,"The tale bristles with breathless adventure, mistaken identities, detective investigations, romantic developments, and startling situations... It is a rousing story, told with a stimulating style, and culminating in love rewarded; but, before that happy end is reached, there are many thrilling revelations.",1911,"5,652",https://manybooks.net/titles/vancelou3102131021-8.html
197,Arms and the Woman,Harold MacGrath,"The story is a blending of the romance and adventure of the middle ages with nineteenth century men and women; and they are creations of flesh and blood, and not mere pictures of past centuries. The story is about Jack Winthrop, a newspaper man. Mr. MacGrath's finest bit of character drawing is seen in Hillars, the broken down newspaper man, and Jack's chum.",1899,"5,564",https://manybooks.net/titles/macgrath1735917359-8.html
198,Arms and the Woman,Harold MacGrath,"The story is a blending of the romance and adventure of the middle ages with nineteenth century men and women; and they are creations of flesh and blood, and not mere pictures of past centuries. The story is about Jack Winthrop, a newspaper man. Mr. MacGrath's finest bit of character drawing is seen in Hillars, the broken down newspaper man, and Jack's chum.",1899,"5,564",https://manybooks.net/titles/macgrath1735917359-8.html
199,The Patchwork Girl of Oz,Lyman Frank Baum,"Here, the Patchwork Girl is brought to life by Dr. Pipt's magic Powder of Life. From that moment on the action never slows down in this exciting book. It tells of Ojo's quest for the strange ingredients necessary to brew a magic liquid that will release his Unk Nunkie from a spell--the spell cast by the Liquid of Petrefaction, which has turned him into a margle statue.  In addition to the Patchwork Girl, Ojo and Unk Nunkie, this book introduces those famous Oz creatures, the Woozy, and Bungle the glass cat. Oz certainly has become a merrier, happier land since the Patchwork Girl came to life, and this is the book that tells how Scraps came to be made, how she was brought to life, and all about her early adventures.",1913,"5,359",https://manybooks.net/titles/baumlfraetext9707woz11.html
200,The Patchwork Girl of Oz,Lyman Frank Baum,"Here, the Patchwork Girl is brought to life by Dr. Pipt's magic Powder of Life. From that moment on the action never slows down in this exciting book. It tells of Ojo's quest for the strange ingredients necessary to brew a magic liquid that will release his Unk Nunkie from a spell--the spell cast by the Liquid of Petrefaction, which has turned him into a margle statue.  In addition to the Patchwork Girl, Ojo and Unk Nunkie, this book introduces those famous Oz creatures, the Woozy, and Bungle the glass cat. Oz certainly has become a merrier, happier land since the Patchwork Girl came to life, and this is the book that tells how Scraps came to be made, how she was brought to life, and all about her early adventures.",1913,"5,359",https://manybooks.net/titles/baumlfraetext9707woz11.html
201,Darkness and Dawn,George Allan England,The Last New YorkersBeyond the Great OblivionThe Afterglow,1912,"5,140",https://manybooks.net/titles/englandgetext05drkdw10.html
202,Darkness and Dawn,George Allan England,The Last New YorkersBeyond the Great OblivionThe Afterglow,1912,"5,140",https://manybooks.net/titles/englandgetext05drkdw10.html
203,Big Timber,Bertrand W. Sinclair,"Stella Benton, a college graduate reared in luxury, became the cook in her brother's lumber camp in the Roaring Lake Region through the self-centered ambition of Benton that took no count of others. When, at the end of her endurance, Jack Fyfe offers her a way out as his wife, she accepts, thinking anything better than her present drudgery. Here is a dramatic story that has lost nothing from Mr. Sinclair's handling. Stella, Fyfe, Benton, and the ""other man"" are human, live figures who are influenced--even made or broken--by the big timber around which they build their hopes.",1916,"5,000",https://manybooks.net/titles/sinclairb1122311223-8.html
204,Big Timber,Bertrand W. Sinclair,"Stella Benton, a college graduate reared in luxury, became the cook in her brother's lumber camp in the Roaring Lake Region through the self-centered ambition of Benton that took no count of others. When, at the end of her endurance, Jack Fyfe offers her a way out as his wife, she accepts, thinking anything better than her present drudgery. Here is a dramatic story that has lost nothing from Mr. Sinclair's handling. Stella, Fyfe, Benton, and the ""other man"" are human, live figures who are influenced--even made or broken--by the big timber around which they build their hopes.",1916,"5,000",https://manybooks.net/titles/sinclairb1122311223-8.html
